Date,Year,Month,Day,Radiation
1/30/2016,2016,1,30,6723
1/31/2016,2016,1,31,4679
2/1/2016,2016,2,1,2563
2/2/2016,2016,2,2,2349
2/3/2016,2016,2,3,2599
2/4/2016,2016,2,4,4234
2/5/2016,2016,2,5,3873
2/6/2016,2016,2,6,5094
2/7/2016,2016,2,7,6665
2/8/2016,2016,2,8,4525
2/9/2016,2016,2,9,7114
2/10/2016,2016,2,10,766
2/11/2016,2016,2,11,3740
2/12/2016,2016,2,12,4364
2/13/2016,2016,2,13,1676
2/14/2016,2016,2,14,7801
2/15/2016,2016,2,15,1631
2/16/2016,2016,2,16,1563
2/17/2016,2016,2,17,3544
2/18/2016,2016,2,18,1139
2/19/2016,2016,2,19,1165
2/20/2016,2016,2,20,6557
2/21/2016,2016,2,21,2276
2/22/2016,2016,2,22,8470
2/23/2016,2016,2,23,1238
2/24/2016,2016,2,24,4975
2/25/2016,2016,2,25,4515
2/26/2016,2016,2,26,9498
2/27/2016,2016,2,27,8971
2/28/2016,2016,2,28,4045
2/29/2016,2016,2,29,638
3/1/2016,2016,3,1,2838
3/2/2016,2016,3,2,7756
3/3/2016,2016,3,3,2152
3/4/2016,2016,3,4,2397
3/5/2016,2016,3,5,7804
3/6/2016,2016,3,6,3458
3/7/2016,2016,3,7,2718
3/8/2016,2016,3,8,2573
3/9/2016,2016,3,9,3037
3/10/2016,2016,3,10,1778
3/11/2016,2016,3,11,1089
3/12/2016,2016,3,12,1000
3/13/2016,2016,3,13,1271
3/14/2016,2016,3,14,10418
3/15/2016,2016,3,15,2766
3/16/2016,2016,3,16,14284
3/17/2016,2016,3,17,15648
3/18/2016,2016,3,18,14787
3/19/2016,2016,3,19,12244
3/20/2016,2016,3,20,5468
3/21/2016,2016,3,21,3494
3/22/2016,2016,3,22,6374
3/23/2016,2016,3,23,11282
3/24/2016,2016,3,24,13009
3/25/2016,2016,3,25,8429
3/26/2016,2016,3,26,4988
3/27/2016,2016,3,27,18035
3/28/2016,2016,3,28,16524
3/29/2016,2016,3,29,12984
3/30/2016,2016,3,30,8785
3/31/2016,2016,3,31,15980
4/1/2016,2016,4,1,3530
4/2/2016,2016,4,2,19055
4/3/2016,2016,4,3,17845
4/4/2016,2016,4,4,17996
4/5/2016,2016,4,5,18748
4/6/2016,2016,4,6,6905
4/7/2016,2016,4,7,10802
4/8/2016,2016,4,8,3626
4/9/2016,2016,4,9,1930
4/10/2016,2016,4,10,1991
4/11/2016,2016,4,11,2792
4/12/2016,2016,4,12,8421
4/13/2016,2016,4,13,17699
4/14/2016,2016,4,14,3571
4/15/2016,2016,4,15,13457
4/16/2016,2016,4,16,13727
4/17/2016,2016,4,17,16343
4/18/2016,2016,4,18,10279
4/19/2016,2016,4,19,12455
4/20/2016,2016,4,20,15596
4/21/2016,2016,4,21,22922
4/22/2016,2016,4,22,22338
4/23/2016,2016,4,23,12376
4/24/2016,2016,4,24,9254
4/25/2016,2016,4,25,11944
4/26/2016,2016,4,26,18658
4/27/2016,2016,4,27,5031
4/28/2016,2016,4,28,18973
4/29/2016,2016,4,29,23865
4/30/2016,2016,4,30,23945
5/1/2016,2016,5,1,15697
5/2/2016,2016,5,2,13696
5/3/2016,2016,5,3,13647
5/4/2016,2016,5,4,4472
5/5/2016,2016,5,5,14386
5/6/2016,2016,5,6,21156
5/7/2016,2016,5,7,26070
5/8/2016,2016,5,8,20539
5/9/2016,2016,5,9,21926
5/10/2016,2016,5,10,20776
5/11/2016,2016,5,11,21706
5/12/2016,2016,5,12,19731
5/13/2016,2016,5,13,8644
5/14/2016,2016,5,14,17448
5/15/2016,2016,5,15,17110
5/16/2016,2016,5,16,17359
5/17/2016,2016,5,17,13009
5/18/2016,2016,5,18,14209
5/19/2016,2016,5,19,20803
5/20/2016,2016,5,20,18755
5/21/2016,2016,5,21,22853
5/22/2016,2016,5,22,26104
5/23/2016,2016,5,23,27613
5/24/2016,2016,5,24,18377
5/25/2016,2016,5,25,20300
5/26/2016,2016,5,26,10041
5/27/2016,2016,5,27,22748
5/28/2016,2016,5,28,20330
5/29/2016,2016,5,29,9431
5/30/2016,2016,5,30,23892
5/31/2016,2016,5,31,23525
6/1/2016,2016,6,1,19087
6/2/2016,2016,6,2,11449
6/3/2016,2016,6,3,18313
6/4/2016,2016,6,4,25501
6/5/2016,2016,6,5,22473
6/6/2016,2016,6,6,22783
6/7/2016,2016,6,7,29560
6/8/2016,2016,6,8,27582
6/9/2016,2016,6,9,20948
6/10/2016,2016,6,10,20135
6/11/2016,2016,6,11,11653
6/12/2016,2016,6,12,26871
6/13/2016,2016,6,13,13930
6/14/2016,2016,6,14,19336
6/15/2016,2016,6,15,14890
6/16/2016,2016,6,16,20697
6/17/2016,2016,6,17,25267
6/18/2016,2016,6,18,29302
6/19/2016,2016,6,19,19855
6/20/2016,2016,6,20,5313
6/21/2016,2016,6,21,23554
6/22/2016,2016,6,22,28918
6/23/2016,2016,6,23,27436
6/24/2016,2016,6,24,28406
6/25/2016,2016,6,25,25664
6/26/2016,2016,6,26,9597
6/27/2016,2016,6,27,7814
6/28/2016,2016,6,28,23058
6/29/2016,2016,6,29,26550
6/30/2016,2016,6,30,23497
7/1/2016,2016,7,1,22629
7/2/2016,2016,7,2,26453
7/3/2016,2016,7,3,17042
7/4/2016,2016,7,4,24084
7/5/2016,2016,7,5,24855
7/6/2016,2016,7,6,24194
7/7/2016,2016,7,7,27052
7/8/2016,2016,7,8,24004
7/9/2016,2016,7,9,14645
7/10/2016,2016,7,10,22504
7/11/2016,2016,7,11,24262
7/12/2016,2016,7,12,15022
7/13/2016,2016,7,13,14765
7/14/2016,2016,7,14,6258
7/15/2016,2016,7,15,14081
7/16/2016,2016,7,16,5600
7/17/2016,2016,7,17,12481
7/18/2016,2016,7,18,9949
7/19/2016,2016,7,19,10622
7/20/2016,2016,7,20,17242
7/21/2016,2016,7,21,24094
7/22/2016,2016,7,22,23038
7/23/2016,2016,7,23,25120
7/24/2016,2016,7,24,17592
7/25/2016,2016,7,25,18943
7/26/2016,2016,7,26,21622
7/27/2016,2016,7,27,18646
7/28/2016,2016,7,28,10795
7/29/2016,2016,7,29,17685
7/30/2016,2016,7,30,19249
7/31/2016,2016,7,31,14735
8/1/2016,2016,8,1,13499
8/2/2016,2016,8,2,24489
8/3/2016,2016,8,3,14937
8/4/2016,2016,8,4,23677
8/5/2016,2016,8,5,19239
8/6/2016,2016,8,6,6511
8/7/2016,2016,8,7,21986
8/8/2016,2016,8,8,24901
8/9/2016,2016,8,9,16638
8/10/2016,2016,8,10,4937
8/11/2016,2016,8,11,12379
8/12/2016,2016,8,12,17207
8/13/2016,2016,8,13,12548
8/14/2016,2016,8,14,20044
8/15/2016,2016,8,15,19441
8/16/2016,2016,8,16,11514
8/17/2016,2016,8,17,20710
8/18/2016,2016,8,18,19384
8/19/2016,2016,8,19,18136
8/20/2016,2016,8,20,19477
8/21/2016,2016,8,21,3602
8/22/2016,2016,8,22,10229
8/23/2016,2016,8,23,19921
8/24/2016,2016,8,24,18631
8/25/2016,2016,8,25,22766
8/26/2016,2016,8,26,22744
8/27/2016,2016,8,27,22524
8/28/2016,2016,8,28,22025
8/29/2016,2016,8,29,11686
8/30/2016,2016,8,30,19252
8/31/2016,2016,8,31,21754
9/1/2016,2016,9,1,21445
9/2/2016,2016,9,2,14377
9/3/2016,2016,9,3,13757
9/4/2016,2016,9,4,18017
9/5/2016,2016,9,5,7712
9/6/2016,2016,9,6,2361
9/7/2016,2016,9,7,13324
9/8/2016,2016,9,8,18373
9/9/2016,2016,9,9,19136
9/10/2016,2016,9,10,18122
9/11/2016,2016,9,11,17905
9/12/2016,2016,9,12,17795
9/13/2016,2016,9,13,16990
9/14/2016,2016,9,14,16005
9/15/2016,2016,9,15,17332
9/16/2016,2016,9,16,15777
9/17/2016,2016,9,17,3574
9/18/2016,2016,9,18,10384
9/19/2016,2016,9,19,1681
9/20/2016,2016,9,20,10152
9/21/2016,2016,9,21,6404
9/22/2016,2016,9,22,14349
9/23/2016,2016,9,23,14568
9/24/2016,2016,9,24,9332
9/25/2016,2016,9,25,14767
9/26/2016,2016,9,26,15083
9/27/2016,2016,9,27,11592
9/28/2016,2016,9,28,11405
9/29/2016,2016,9,29,13454
9/30/2016,2016,9,30,14419
10/1/2016,2016,10,1,13558
10/2/2016,2016,10,2,6070
10/3/2016,2016,10,3,4074
10/4/2016,2016,10,4,1702
10/5/2016,2016,10,5,2696
10/6/2016,2016,10,6,6686
10/7/2016,2016,10,7,5747
10/8/2016,2016,10,8,3769
10/9/2016,2016,10,9,8453
10/10/2016,2016,10,10,6203
10/11/2016,2016,10,11,2594
10/12/2016,2016,10,12,1333
10/13/2016,2016,10,13,2572
10/14/2016,2016,10,14,7886
10/15/2016,2016,10,15,10379
10/16/2016,2016,10,16,1540
10/17/2016,2016,10,17,2350
10/18/2016,2016,10,18,3460
10/19/2016,2016,10,19,2856
10/20/2016,2016,10,20,1448
10/21/2016,2016,10,21,2640
10/22/2016,2016,10,22,9896
10/23/2016,2016,10,23,8871
10/24/2016,2016,10,24,5988
10/25/2016,2016,10,25,2077
10/26/2016,2016,10,26,2533
10/27/2016,2016,10,27,5045
10/28/2016,2016,10,28,6749
10/29/2016,2016,10,29,5112
10/30/2016,2016,10,30,5198
10/31/2016,2016,10,31,4507
11/1/2016,2016,11,1,5213
11/2/2016,2016,11,2,3440
11/3/2016,2016,11,3,4060
11/4/2016,2016,11,4,7114
11/5/2016,2016,11,5,6120
11/6/2016,2016,11,6,1457
11/7/2016,2016,11,7,4970
11/8/2016,2016,11,8,5322
11/9/2016,2016,11,9,3937
11/10/2016,2016,11,10,3449
11/11/2016,2016,11,11,3190
11/12/2016,2016,11,12,517
11/13/2016,2016,11,13,2329
11/14/2016,2016,11,14,1667
11/15/2016,2016,11,15,4337
11/16/2016,2016,11,16,1923
11/17/2016,2016,11,17,1673
11/18/2016,2016,11,18,4726
11/19/2016,2016,11,19,1149
11/20/2016,2016,11,20,3833
11/21/2016,2016,11,21,4246
11/22/2016,2016,11,22,5520
11/23/2016,2016,11,23,4122
11/24/2016,2016,11,24,1216
11/25/2016,2016,11,25,376
11/26/2016,2016,11,26,2821
11/27/2016,2016,11,27,1912
11/28/2016,2016,11,28,2366
11/29/2016,2016,11,29,4168
11/30/2016,2016,11,30,1465
12/1/2016,2016,12,1,1085
12/2/2016,2016,12,2,1856
12/3/2016,2016,12,3,1488
12/4/2016,2016,12,4,4043
12/5/2016,2016,12,5,4897
12/6/2016,2016,12,6,1624
12/7/2016,2016,12,7,4363
12/8/2016,2016,12,8,3753
12/9/2016,2016,12,9,2403
12/10/2016,2016,12,10,3111
12/11/2016,2016,12,11,883
12/12/2016,2016,12,12,1087
12/13/2016,2016,12,13,4380
12/14/2016,2016,12,14,548
12/15/2016,2016,12,15,901
12/16/2016,2016,12,16,4191
12/17/2016,2016,12,17,4514
12/18/2016,2016,12,18,476
12/19/2016,2016,12,19,3522
12/20/2016,2016,12,20,3652
12/21/2016,2016,12,21,4628
12/22/2016,2016,12,22,1056
12/23/2016,2016,12,23,1678
12/24/2016,2016,12,24,824
12/25/2016,2016,12,25,721
12/26/2016,2016,12,26,2563
12/27/2016,2016,12,27,1320
12/28/2016,2016,12,28,3896
12/29/2016,2016,12,29,1864
12/30/2016,2016,12,30,4736
12/31/2016,2016,12,31,4525
1/1/2017,2017,1,1,5108
1/2/2017,2017,1,2,2726
1/3/2017,2017,1,3,1843
1/4/2017,2017,1,4,1821
1/5/2017,2017,1,5,2612
1/6/2017,2017,1,6,3060
1/7/2017,2017,1,7,4415
1/8/2017,2017,1,8,4751
1/9/2017,2017,1,9,4583
1/10/2017,2017,1,10,5177
1/11/2017,2017,1,11,5553
1/12/2017,2017,1,12,4478
1/13/2017,2017,1,13,3296
1/14/2017,2017,1,14,4418
1/15/2017,2017,1,15,2975
1/16/2017,2017,1,16,4751
1/17/2017,2017,1,17,1533
1/18/2017,2017,1,18,1520
1/19/2017,2017,1,19,1777
1/20/2017,2017,1,20,3459
1/21/2017,2017,1,21,2431
1/22/2017,2017,1,22,6709
1/23/2017,2017,1,23,6923
1/24/2017,2017,1,24,1369
1/25/2017,2017,1,25,897
1/26/2017,2017,1,26,2520
1/27/2017,2017,1,27,7595
1/28/2017,2017,1,28,7447
1/29/2017,2017,1,29,7748
1/30/2017,2017,1,30,7709
1/31/2017,2017,1,31,2501
2/1/2017,2017,2,1,1834
2/2/2017,2017,2,2,6409
2/3/2017,2017,2,3,5207
2/4/2017,2017,2,4,1912
2/5/2017,2017,2,5,5442
2/6/2017,2017,2,6,723
2/7/2017,2017,2,7,860
2/8/2017,2017,2,8,1717
2/9/2017,2017,2,9,2874
2/10/2017,2017,2,10,5234
2/11/2017,2017,2,11,5428
2/12/2017,2017,2,12,8491
2/13/2017,2017,2,13,1933
2/14/2017,2017,2,14,8770
2/15/2017,2017,2,15,10283
2/16/2017,2017,2,16,9826
2/17/2017,2017,2,17,1823
2/18/2017,2017,2,18,2840
2/19/2017,2017,2,19,3658
2/20/2017,2017,2,20,8785
2/21/2017,2017,2,21,2976
2/22/2017,2017,2,22,2548
2/23/2017,2017,2,23,2724
2/24/2017,2017,2,24,7372
2/25/2017,2017,2,25,8143
2/26/2017,2017,2,26,2388
2/27/2017,2017,2,27,12286
2/28/2017,2017,2,28,7672
3/1/2017,2017,3,1,8150
3/2/2017,2017,3,2,7379
3/3/2017,2017,3,3,12614
3/4/2017,2017,3,4,11637
3/5/2017,2017,3,5,10435
3/6/2017,2017,3,6,7258
3/7/2017,2017,3,7,7836
3/8/2017,2017,3,8,12917
3/9/2017,2017,3,9,3798
3/10/2017,2017,3,10,2630
3/11/2017,2017,3,11,9535
3/12/2017,2017,3,12,4465
3/13/2017,2017,3,13,12759
3/14/2017,2017,3,14,12713
3/15/2017,2017,3,15,4856
3/16/2017,2017,3,16,11080
3/17/2017,2017,3,17,11358
3/18/2017,2017,3,18,6778
3/19/2017,2017,3,19,14572
3/20/2017,2017,3,20,9644
3/21/2017,2017,3,21,9666
3/22/2017,2017,3,22,1105
3/23/2017,2017,3,23,7554
3/24/2017,2017,3,24,3473
3/25/2017,2017,3,25,13364
3/26/2017,2017,3,26,13678
3/27/2017,2017,3,27,18198
3/28/2017,2017,3,28,18400
3/29/2017,2017,3,29,12110
3/30/2017,2017,3,30,7741
3/31/2017,2017,3,31,18520
4/1/2017,2017,4,1,19011
4/2/2017,2017,4,2,19304
4/3/2017,2017,4,3,14678
4/4/2017,2017,4,4,14708
4/5/2017,2017,4,5,4652
4/6/2017,2017,4,6,13842
4/7/2017,2017,4,7,5069
4/8/2017,2017,4,8,11722
4/9/2017,2017,4,9,12775
4/10/2017,2017,4,10,21199
4/11/2017,2017,4,11,15887
4/12/2017,2017,4,12,8683
4/13/2017,2017,4,13,8056
4/14/2017,2017,4,14,11491
4/15/2017,2017,4,15,11026
4/16/2017,2017,4,16,16074
4/17/2017,2017,4,17,15104
4/18/2017,2017,4,18,3379
4/19/2017,2017,4,19,4571
4/20/2017,2017,4,20,8374
4/21/2017,2017,4,21,17651
4/22/2017,2017,4,22,7422
4/23/2017,2017,4,23,15221
4/24/2017,2017,4,24,19208
4/25/2017,2017,4,25,10892
4/26/2017,2017,4,26,1662
4/27/2017,2017,4,27,3586
4/28/2017,2017,4,28,3084
4/29/2017,2017,4,29,17116
4/30/2017,2017,4,30,18938
5/1/2017,2017,5,1,25720
5/2/2017,2017,5,2,6281
5/3/2017,2017,5,3,9560
5/4/2017,2017,5,4,10779
5/5/2017,2017,5,5,12033
5/6/2017,2017,5,6,14042
5/7/2017,2017,5,7,10948
5/8/2017,2017,5,8,20083
5/9/2017,2017,5,9,16498
5/10/2017,2017,5,10,18325
5/11/2017,2017,5,11,27270
5/12/2017,2017,5,12,15283
5/13/2017,2017,5,13,10978
5/14/2017,2017,5,14,22997
5/15/2017,2017,5,15,11219
5/16/2017,2017,5,16,20154
5/17/2017,2017,5,17,26415
5/18/2017,2017,5,18,26995
5/19/2017,2017,5,19,27588
5/20/2017,2017,5,20,8671
5/21/2017,2017,5,21,13930
5/22/2017,2017,5,22,20767
5/23/2017,2017,5,23,17473
5/24/2017,2017,5,24,14739
5/25/2017,2017,5,25,13033
5/26/2017,2017,5,26,22831
5/27/2017,2017,5,27,21735
5/28/2017,2017,5,28,28958
5/29/2017,2017,5,29,26984
5/30/2017,2017,5,30,20748
5/31/2017,2017,5,31,19553
6/1/2017,2017,6,1,29954
6/2/2017,2017,6,2,29611
6/3/2017,2017,6,3,28915
6/4/2017,2017,6,4,18782
6/5/2017,2017,6,5,28166
6/6/2017,2017,6,6,23042
6/7/2017,2017,6,7,24158
6/8/2017,2017,6,8,25721
6/9/2017,2017,6,9,28961
6/10/2017,2017,6,10,10796
6/11/2017,2017,6,11,29681
6/12/2017,2017,6,12,18843
6/13/2017,2017,6,13,22973
6/14/2017,2017,6,14,29195
6/15/2017,2017,6,15,28061
6/16/2017,2017,6,16,12959
6/17/2017,2017,6,17,6780
6/18/2017,2017,6,18,20118
6/19/2017,2017,6,19,28598
6/20/2017,2017,6,20,29428
6/21/2017,2017,6,21,28264
6/22/2017,2017,6,22,27439
6/23/2017,2017,6,23,18766
6/24/2017,2017,6,24,26637
6/25/2017,2017,6,25,24533
6/26/2017,2017,6,26,19330
6/27/2017,2017,6,27,18830
6/28/2017,2017,6,28,25523
6/29/2017,2017,6,29,18983
6/30/2017,2017,6,30,22139
7/1/2017,2017,7,1,21715
7/2/2017,2017,7,2,12044
7/3/2017,2017,7,3,26402
7/4/2017,2017,7,4,16214
7/5/2017,2017,7,5,21022
7/6/2017,2017,7,6,22883
7/7/2017,2017,7,7,13366
7/8/2017,2017,7,8,18496
7/9/2017,2017,7,9,25198
7/10/2017,2017,7,10,16333
7/11/2017,2017,7,11,12185
7/12/2017,2017,7,12,23450
7/13/2017,2017,7,13,25936
7/14/2017,2017,7,14,24138
7/15/2017,2017,7,15,23698
7/16/2017,2017,7,16,25240
7/17/2017,2017,7,17,16784
7/18/2017,2017,7,18,24107
7/19/2017,2017,7,19,26903
7/20/2017,2017,7,20,24623
7/21/2017,2017,7,21,16567
7/22/2017,2017,7,22,22472
7/23/2017,2017,7,23,16715
7/24/2017,2017,7,24,12231
7/25/2017,2017,7,25,13980
7/26/2017,2017,7,26,15447
7/27/2017,2017,7,27,8464
7/28/2017,2017,7,28,17324
7/29/2017,2017,7,29,24830
7/30/2017,2017,7,30,26221
7/31/2017,2017,7,31,24804
8/1/2017,2017,8,1,25595
8/2/2017,2017,8,2,15787
8/3/2017,2017,8,3,20758
8/4/2017,2017,8,4,10303
8/5/2017,2017,8,5,25791
8/6/2017,2017,8,6,6844
8/7/2017,2017,8,7,19368
8/8/2017,2017,8,8,24331
8/9/2017,2017,8,9,17849
8/10/2017,2017,8,10,17341
8/11/2017,2017,8,11,22105
8/12/2017,2017,8,12,13667
8/13/2017,2017,8,13,15583
8/14/2017,2017,8,14,17539
8/15/2017,2017,8,15,22838
8/16/2017,2017,8,16,20681
8/17/2017,2017,8,17,14278
8/18/2017,2017,8,18,22196
8/19/2017,2017,8,19,3656
8/20/2017,2017,8,20,8074
8/21/2017,2017,8,21,15969
8/22/2017,2017,8,22,9181
8/23/2017,2017,8,23,13816
8/24/2017,2017,8,24,19440
8/25/2017,2017,8,25,18493
8/26/2017,2017,8,26,13710
8/27/2017,2017,8,27,19942
8/28/2017,2017,8,28,16411
8/29/2017,2017,8,29,21566
8/30/2017,2017,8,30,21844
8/31/2017,2017,8,31,20417
9/1/2017,2017,9,1,3469
9/2/2017,2017,9,2,5912
9/3/2017,2017,9,3,5590
9/4/2017,2017,9,4,13930
9/5/2017,2017,9,5,6109
9/6/2017,2017,9,6,9549
9/7/2017,2017,9,7,14755
9/8/2017,2017,9,8,18613
9/9/2017,2017,9,9,18054
9/10/2017,2017,9,10,12157
9/11/2017,2017,9,11,10294
9/12/2017,2017,9,12,5971
9/13/2017,2017,9,13,15187
9/14/2017,2017,9,14,16274
9/15/2017,2017,9,15,12107
9/16/2017,2017,9,16,2401
9/17/2017,2017,9,17,1241
9/18/2017,2017,9,18,17219
9/19/2017,2017,9,19,4940
9/20/2017,2017,9,20,3082
9/21/2017,2017,9,21,3206
9/22/2017,2017,9,22,6295
9/23/2017,2017,9,23,1975
9/24/2017,2017,9,24,3800
9/25/2017,2017,9,25,9914
9/26/2017,2017,9,26,9400
9/27/2017,2017,9,27,3674
9/28/2017,2017,9,28,10727
9/29/2017,2017,9,29,12825
9/30/2017,2017,9,30,10429
10/1/2017,2017,10,1,14452
10/2/2017,2017,10,2,14491
10/3/2017,2017,10,3,1630
10/4/2017,2017,10,4,9877
10/5/2017,2017,10,5,2426
10/6/2017,2017,10,6,8846
10/7/2017,2017,10,7,8749
10/8/2017,2017,10,8,5314
10/9/2017,2017,10,9,9326
10/10/2017,2017,10,10,4849
10/11/2017,2017,10,11,7166
10/12/2017,2017,10,12,9060
10/13/2017,2017,10,13,8895
10/14/2017,2017,10,14,6906
10/15/2017,2017,10,15,11236
10/16/2017,2017,10,16,11750
10/17/2017,2017,10,17,10764
10/18/2017,2017,10,18,8398
10/19/2017,2017,10,19,7407
10/20/2017,2017,10,20,7060
10/21/2017,2017,10,21,1918
10/22/2017,2017,10,22,1483
10/23/2017,2017,10,23,2554
10/24/2017,2017,10,24,6584
10/25/2017,2017,10,25,4156
10/26/2017,2017,10,26,7170
10/27/2017,2017,10,27,2480
10/28/2017,2017,10,28,2980
10/29/2017,2017,10,29,6343
10/30/2017,2017,10,30,7101
10/31/2017,2017,10,31,4674
11/1/2017,2017,11,1,3607
11/2/2017,2017,11,2,1706
11/3/2017,2017,11,3,2335
11/4/2017,2017,11,4,8313
11/5/2017,2017,11,5,6590
11/6/2017,2017,11,6,5315
11/7/2017,2017,11,7,3986
11/8/2017,2017,11,8,1979
11/9/2017,2017,11,9,1583
11/10/2017,2017,11,10,1758
11/11/2017,2017,11,11,6011
11/12/2017,2017,11,12,5794
11/13/2017,2017,11,13,1529
11/14/2017,2017,11,14,3098
11/15/2017,2017,11,15,6065
11/16/2017,2017,11,16,6252
11/17/2017,2017,11,17,1591
11/18/2017,2017,11,18,4484
11/19/2017,2017,11,19,3196
11/20/2017,2017,11,20,4465
11/21/2017,2017,11,21,1524
11/22/2017,2017,11,22,1661
11/23/2017,2017,11,23,5566
11/24/2017,2017,11,24,3324
11/25/2017,2017,11,25,3890
11/26/2017,2017,11,26,2200
11/27/2017,2017,11,27,4411
11/28/2017,2017,11,28,1662
11/29/2017,2017,11,29,2173
11/30/2017,2017,11,30,760
12/1/2017,2017,12,1,4858
12/2/2017,2017,12,2,1622
12/3/2017,2017,12,3,1482
12/4/2017,2017,12,4,2134
12/5/2017,2017,12,5,1666
12/6/2017,2017,12,6,1140
12/7/2017,2017,12,7,4531
12/8/2017,2017,12,8,1931
12/9/2017,2017,12,9,2332
12/10/2017,2017,12,10,4240
12/11/2017,2017,12,11,2900
12/12/2017,2017,12,12,1084
12/13/2017,2017,12,13,4410
12/14/2017,2017,12,14,1681
12/15/2017,2017,12,15,1846
12/16/2017,2017,12,16,1354
12/17/2017,2017,12,17,3245
12/18/2017,2017,12,18,1967
12/19/2017,2017,12,19,1415
12/20/2017,2017,12,20,705
12/21/2017,2017,12,21,1023
12/22/2017,2017,12,22,1216
12/23/2017,2017,12,23,1429
12/24/2017,2017,12,24,1089
12/25/2017,2017,12,25,4660
12/26/2017,2017,12,26,4611
12/27/2017,2017,12,27,2501
12/28/2017,2017,12,28,1110
12/29/2017,2017,12,29,1413
12/30/2017,2017,12,30,3948
12/31/2017,2017,12,31,965
1/1/2018,2018,1,1,1336
1/2/2018,2018,1,2,3358
1/3/2018,2018,1,3,1068
1/4/2018,2018,1,4,2540
1/5/2018,2018,1,5,2723
1/6/2018,2018,1,6,3747
1/7/2018,2018,1,7,349
1/8/2018,2018,1,8,250
1/9/2018,2018,1,9,4200
1/10/2018,2018,1,10,915
1/11/2018,2018,1,11,755
1/12/2018,2018,1,12,521
1/13/2018,2018,1,13,1676
1/14/2018,2018,1,14,2264
1/15/2018,2018,1,15,2951
1/16/2018,2018,1,16,3041
1/17/2018,2018,1,17,3286
1/18/2018,2018,1,18,3114
1/19/2018,2018,1,19,2549
1/20/2018,2018,1,20,3576
1/21/2018,2018,1,21,1598
1/22/2018,2018,1,22,5647
1/23/2018,2018,1,23,2039
1/24/2018,2018,1,24,2597
1/25/2018,2018,1,25,3711
1/26/2018,2018,1,26,4762
1/27/2018,2018,1,27,2028
1/28/2018,2018,1,28,1723
1/29/2018,2018,1,29,3103
1/30/2018,2018,1,30,5906
1/31/2018,2018,1,31,5180
2/1/2018,2018,2,1,1861
2/2/2018,2018,2,2,4291
2/3/2018,2018,2,3,4900
2/4/2018,2018,2,4,2899
2/5/2018,2018,2,5,5182
2/6/2018,2018,2,6,7778
2/7/2018,2018,2,7,1609
2/8/2018,2018,2,8,2647
2/9/2018,2018,2,9,5225
2/10/2018,2018,2,10,1688
2/11/2018,2018,2,11,4222
2/12/2018,2018,2,12,3407
2/13/2018,2018,2,13,3554
2/14/2018,2018,2,14,2938
2/15/2018,2018,2,15,3801
2/16/2018,2018,2,16,3793
2/17/2018,2018,2,17,4931
2/18/2018,2018,2,18,3537
2/19/2018,2018,2,19,10602
2/20/2018,2018,2,20,5597
2/21/2018,2018,2,21,4849
2/22/2018,2018,2,22,4411
2/23/2018,2018,2,23,2800
2/24/2018,2018,2,24,8321
2/25/2018,2018,2,25,6403
2/26/2018,2018,2,26,6971
2/27/2018,2018,2,27,6778
2/28/2018,2018,2,28,7069
3/1/2018,2018,3,1,11761
3/2/2018,2018,3,2,4505
3/3/2018,2018,3,3,10710
3/4/2018,2018,3,4,12158
3/5/2018,2018,3,5,9319
3/6/2018,2018,3,6,2192
3/7/2018,2018,3,7,9622
3/8/2018,2018,3,8,8074
3/9/2018,2018,3,9,10085
3/10/2018,2018,3,10,8124
3/11/2018,2018,3,11,11477
3/12/2018,2018,3,12,7914
3/13/2018,2018,3,13,8143
3/14/2018,2018,3,14,3077
3/15/2018,2018,3,15,7985
3/16/2018,2018,3,16,1691
3/17/2018,2018,3,17,2063
3/18/2018,2018,3,18,9831
3/19/2018,2018,3,19,4618
3/20/2018,2018,3,20,7231
3/21/2018,2018,3,21,11512
3/22/2018,2018,3,22,16605
3/23/2018,2018,3,23,6953
3/24/2018,2018,3,24,14841
3/25/2018,2018,3,25,13918
3/26/2018,2018,3,26,8233
3/27/2018,2018,3,27,6631
3/28/2018,2018,3,28,13169
3/29/2018,2018,3,29,9953
3/30/2018,2018,3,30,13851
3/31/2018,2018,3,31,5117
4/1/2018,2018,4,1,4280
4/2/2018,2018,4,2,17179
4/3/2018,2018,4,3,13906
4/4/2018,2018,4,4,11180
4/5/2018,2018,4,5,6468
4/6/2018,2018,4,6,15779
4/7/2018,2018,4,7,18436
4/8/2018,2018,4,8,17248
4/9/2018,2018,4,9,20453
4/10/2018,2018,4,10,11744
4/11/2018,2018,4,11,16367
4/12/2018,2018,4,12,20445
4/13/2018,2018,4,13,10175
4/14/2018,2018,4,14,22889
4/15/2018,2018,4,15,15309
4/16/2018,2018,4,16,8814
4/17/2018,2018,4,17,12072
4/18/2018,2018,4,18,21884
4/19/2018,2018,4,19,22484
4/20/2018,2018,4,20,23921
4/21/2018,2018,4,21,23699
4/22/2018,2018,4,22,23680
4/23/2018,2018,4,23,14726
4/24/2018,2018,4,24,17587
4/25/2018,2018,4,25,21707
4/26/2018,2018,4,26,12445
4/27/2018,2018,4,27,23885
4/28/2018,2018,4,28,19888
4/29/2018,2018,4,29,23650
4/30/2018,2018,4,30,22412
5/1/2018,2018,5,1,23521
